AcresBurned,AdminUnit,ArchiveYear,CalFireIncident,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,MajorIncident,Name,Started,UniqueId,Duration,Year,AvgPrecip,PrecipBucket
4346.0,CAL FIRE / USFS Los Padres National Forest,2013,True,Ventura,"15,56",2013-05-21 19:45:00+00:00,34.7861,"South of Frazier Mountain Park Rd, South of Frazier Park",-118.9411,True,Grand Fire,2013-05-15 12:50:00+00:00,e0d038e9-0926-4c05-8317-ec7075a04b12,6.288194444444445,2013.0,0.01,Low
3505.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Sonoma,49,2013-11-27 18:15:00+00:00,38.8167,"The Geysers area, 10 miles northeast of Geyserville",-122.8498,True,McCabe Fire,2013-11-22 02:04:00+00:00,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,5.674305555555556,2013.0,0.01,Low
3166.0,CAL FIRE/Riverside County Fire ,2013,True,Riverside,33,2013-05-04 18:30:00+00:00,34.288877,Mias Canyon and Bluff Road in Banning,-116.941311,True,Summit Fire,2013-05-01 12:38:00+00:00,a1b14be5-a8cf-4e40-8588-96becf4c5879,3.2444444444444445,2013.0,0.01,Low
3111.0,CAL FIRE Santa-Clara Unit,2013,True,Contra Costa,7,2013-09-14 17:30:00+00:00,37.90757,"off Morgan Territory Road, Southeast of Clayton",-121.882582,True,Morgan Fire,2013-09-08 13:08:00+00:00,e33b2d80-7fec-4470-9e79-440d349b0d95,6.1819444444444445,2013.0,0.01,Low
2781.0,CAL FIRE San Diego Unit,2013,True,San Diego,37,2013-05-26 17:45:00+00:00,33.12111,"San Felipe Road, north of Highway 78, East of Julian",-116.52579,True,San Felipe Fire,2013-05-23 12:20:00+00:00,859479e3-918c-42c6-bb74-5fdc17930a16,3.2256944444444446,2013.0,0.01,Low
2462.0,CAL FIRE Butte Unit,2013,True,Butte,4,2013-08-22 18:00:00+00:00,39.446268,southeast of Oroville,-121.38236,True,Swedes Fire,2013-08-16 16:37:00+00:00,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,6.057638888888889,2013.0,0.01,Low
2236.0,Camp Pendleton Marine Corps Base,2013,False,San Diego,37,2013-10-09 19:00:00+00:00,33.341,"On Camp Pendleton, west of Fallbrook",-117.3092,False,DeLuz Fire,2013-10-05 12:45:00+00:00,9fb847ce-44c7-4a11-a733-a6cc82838671,4.260416666666667,2013.0,0.01,Low
2060.0,Sequoia National Forest,2013,False,Tulare,54,2013-09-24 20:15:00+00:00,36.208,Golden Trout Wilderness on the Sequoia National Forest.,-118.444,False,Fish Fire,2013-08-24 14:31:00+00:00,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,31.238888888888887,2013.0,0.01,Low
1984.0,USFS Los Padres National Forest,2013,False,Santa Barbara,42,2013-05-30 19:30:00+00:00,34.55048,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",-119.82429,False,White Fire,2013-05-27 14:45:00+00:00,abc61995-8bea-4be1-aa49-ee378ab3baaa,3.1979166666666665,2013.0,0.01,Low
1708.0,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,2013,True,Mariposa,22,2013-06-26 11:15:00+00:00,37.58202,"Off Carstens Road, east of 140 in the Midpines area.",-119.91071,True,Carstens Fire,2013-06-16 14:12:00+00:00,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,9.877083333333333,2013.0,0.01,Low
1383.0,Cleveland National Forest / CAL FIRE Riverside Unit,2013,True,Riverside,"33,",2013-08-09 18:45:00+00:00,33.62236,"Ortega Highway, west of Lake Elsinoire",-117.40288,False,Falls Fire,2013-08-05 10:10:00+00:00,4867ac70-663e-48f4-b9ae-ca0a486234ca,4.357638888888889,2013.0,0.01,Low
1271.0,CAL FIRE San Diego Unit,2013,True,San Diego,37,2013-05-31 06:15:00+00:00,33.04458,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",-116.5209,True,General Fire,2013-05-26 12:04:00+00:00,07a5397c-a665-4f84-9a82-5f689cb2c8f3,4.757638888888889,2013.0,0.01,Low
1070.0,Stanislaus National Forest,2013,False,Tuolumne,55,2013-08-14 08:30:00+00:00,38.25108,"Near Beardsley Lake, northeast of Sonora",-120.02778,False,Power Fire,2013-08-05 06:00:00+00:00,1e8441c2-f426-40b4-9f4f-3de9f7e232b9,9.104166666666666,2013.0,0.01,Low
917.0,Los Padres National Forest / CAL FIRE San Benito-Monterey Unit,2013,False,Monterey,27,2013-12-20 20:00:00+00:00,0.0,Pfeiffer Ridge Road and Highway 1 near Big Sur,0.0,False,Pfeiffer Fire,2013-12-16 00:20:00+00:00,0681ea77-2e43-43c4-9ae9-34fb168c0c03,4.819444444444445,2013.0,0.01,Low
794.0,Sequoia National Forest,2013,False,Kern,15,2013-08-24 13:45:00+00:00,35.707,Lower Kern River Canyon area off Highway 178,-118.588,False,Shirley Fire,2013-08-18 23:12:00+00:00,5421868e-52ba-4737-8169-325e0aa040e4,5.60625,2013.0,0.01,Low
712.0,CAL FIRE / Kern County Fire / State Parks / US Forest Service,2013,True,Kern,15,2013-07-22 18:45:00+00:00,34.882,West side of Interstate 5 in Lebec (Kern County),-118.9194,True,Rancho Fire,2013-07-19 12:00:00+00:00,591a56a5-e9c0-45a0-96bd-34098588c39b,3.28125,2013.0,0.01,Low
712.0,CAL FIRE/Los Angeles County ,2013,True,Los Angeles,19,2013-05-18 19:00:00+00:00,34.49149,I-5 Southbound at Lake Hughes Road,-118.610044,False,Lake Fire,2013-05-17 13:23:00+00:00,39af7eac-c188-411f-8c8a-d165c5fca4a9,1.2340277777777777,2013.0,0.01,Low
612.0,Kern County Fire,2013,True,Kern,15,2013-07-25 18:30:00+00:00,34.90327,West side of Interstate 5 at Tejon Ranch,-118.93388,False,Water Fire,2013-07-23 09:15:00+00:00,86faecab-ed3a-4fce-95cf-89433a825c72,2.3854166666666665,2013.0,0.01,Low
572.0,Eldorado National Forest,2013,False,El Dorado,9,2013-07-11 18:30:00+00:00,38.774,"Off Hwy 50 at 30 Mile Tract, Kyburz",-120.298,False,Kyburz Fire,2013-07-08 12:45:00+00:00,d778a3f0-2d23-43c1-b9bc-1ea33898fab2,3.2395833333333335,2013.0,0.01,Low
534.0,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,2013,True,San Bernardino,36,2013-07-01 06:00:00+00:00,34.071556,"south of Highway 38 & Bryant Street, northwest of Yucaipa ",-117.048397,True,Mills Fire,2013-06-28 14:30:00+00:00,6011819c-19ac-46c2-aa48-0ee8be0e48c0,2.6458333333333335,2013.0,0.01,Low
513.0,Plumas National Forest,2013,False,Plumas,32,2013-08-25 13:15:00+00:00,40.00842,Keddie Ridge/North Arm areas of Indian Valley near Taylorsville,-120.764666,False,Plumas Lightning Complex (Hough),2013-08-18 18:30:00+00:00,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6,6.78125,2013.0,0.01,Low
510.0,CAL FIRE/Riverside County Fire,2013,True,Riverside,33,2013-05-05 18:45:00+00:00,33.894055,"Highway 243, south of Banning and north of Pine Cove",-116.855019,False,Gorgonio Fire,2013-05-04 11:43:00+00:00,958ce6d2-97f9-4848-8620-d14ab87f329d,1.2930555555555556,2013.0,0.01,Low
502.0,CAL FIRE Lassen-Modoc Unit,2013,True,Modoc,25,2013-07-05 18:30:00+00:00,41.2415,5 miles northwest of Aiden,-121.035,False,Fox Fire (formally 3-7 Fire),2013-07-03 22:56:00+00:00,8b51033d-abc6-4ea4-8983-990ad4e1c45e,1.8152777777777778,2013.0,0.01,Low
500.0,Los Padres National Forest,2013,False,San Luis Obispo,40,2013-06-03 18:30:00+00:00,35.15832,"west of the Carrizo Plain, Los Padres National Forest",-120.05131,False,Branch Fire,2013-06-01 17:27:00+00:00,213dc89e-9f29-4480-91a6-aec5fb694999,2.04375,2013.0,0.01,Low
492.0,CAL FIRE Santa Clara Unit,2013,True,Contra Costa,7,2013-07-01 18:40:00+00:00,37.96866,Kirker Pass Road south of Pittsburg,-121.91453,False,Kirker Fire,2013-07-01 13:19:00+00:00,522114fe-ada8-49a9-9bb2-5891103ff0ca,0.22291666666666668,2013.0,0.01,Low
482.0,CAL FIRE Madera-Mariposa-Merced Unit,2013,True,Madera,20,2013-06-18 19:30:00+00:00,37.015575,"off Hwy 41 & Road 145, northwest of Friant ",-119.78106,True,Rolling Fire,2013-06-16 18:17:00+00:00,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,2.0506944444444444,2013.0,0.01,Low
413.0,San Bernardino National Forest,2013,False,San Bernardino,36,2013-08-20 13:32:00+00:00,34.302,upper end of Lytle Creek,-117.598,False,Gobblers Fire,2013-08-20 13:32:00+00:00,b202bd85-c5ef-4bdf-8270-d556f95c3742,0.0,2013.0,0.01,Low
406.0,CAL FIRE San Bernardino Unit,2013,True,Inyo,14,2013-02-28 20:00:00+00:00,36.602575,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",-118.01651,True,River Fire,2013-02-24 08:16:00+00:00,094719ba-a47b-4abb-9ec5-a506b2b9fd23,4.488888888888889,2013.0,0.01,Low
376.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Napa,28,2013-10-04 16:55:00+00:00,38.628,off Berryessa Knoxville Rd near Lake Berryessa,-122.289,True,Putah Fire,2013-10-03 20:33:00+00:00,1f94fce5-49a5-4220-bc99-f003ab4d3e60,0.8486111111111111,2013.0,0.01,Low
354.0,CAL FIRE San Benito-Monterey ,2013,True,San Benito,35,2013-05-03 18:45:00+00:00,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",-120.937494,False,Tres Pinos Fire,2013-05-03 11:42:00+00:00,ca68f3c4-4906-4952-b794-4531d7da8369,0.29375,2013.0,0.01,Low
311.0,CAL FIRE / Riverside County Fire,2013,True,Riverside,33,2013-03-02 19:00:00+00:00,0.0,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",0.0,False,Jurupa Fire,2013-02-28 16:43:00+00:00,99cb21da-9639-4300-9a97-1cadc993189f,2.095138888888889,2013.0,0.01,Low
305.0,CAL FIRE Butte Unit,2013,True,Butte,4,2013-10-05 22:00:00+00:00,39.439,off District Center Dr & Fortune Way in Palermo,-121.497,True,Summit Fire,2013-10-04 17:37:00+00:00,d922e7c8-814a-412b-a40b-53072d0983ea,1.1826388888888888,2013.0,0.01,Low
303.0,CAL FIRE Tuolumne-Calaveras Unit ,2013,True,San Joaquin,39,2013-05-30 13:25:00+00:00,38.04993,off North Shelton Rd in the Linden Peters area,-120.90325,False,Shelton Fire,2013-05-30 11:20:00+00:00,0b51d59b-457d-4a62-b066-55c2b8d400e2,0.08680555555555555,2013.0,0.01,Low
298.0,CAL FIRE Butte Unit,2013,True,Butte,4,2013-06-03 20:00:00+00:00,39.434183,Palermo Road and Lone Tree Road near Palermo,-121.576804,True,Lone Fire,2013-06-03 13:49:00+00:00,1a5192f1-bc99-4130-8683-381e0534b76a,0.25763888888888886,2013.0,0.01,Low
296.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Lake,17,2013-01-23 10:15:00+00:00,0.0,"North of Highway 29, southeast of Kelseyville",0.0,False,Becks Fire,2013-01-22 11:08:00+00:00,7a4a3552-3bea-4428-984c-e2edef13980f,0.9631944444444445,2013.0,0.01,Low
274.0,CAL FIRE Santa Clara Unit,2013,True,Contra Costa,7,2013-07-01 18:30:00+00:00,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,-121.74367,False,Concord Fire,2013-07-01 15:41:00+00:00,95399a9c-8b3e-4413-9f56-5ed57d3d81b3,0.11736111111111111,2013.0,0.01,Low
274.0,CAL FIRE Madera-Mariposa-Merced Unit,2013,True,Madera,20,2013-05-01 07:00:00+00:00,37.116295,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,-119.635004,False,Gold Fire,2013-04-30 12:59:00+00:00,357ffc13-bef9-48eb-810f-c5de851972eb,0.7506944444444444,2013.0,0.01,Low
268.0,Angeles National Forest/Los Angeles County Fire,2013,False,Los Angeles,19,2013-09-28 08:00:00+00:00,34.149,San Gabriel Canyon 1/4 mile west of the entrance station,-117.908,False,Madre Fire,2013-09-23 18:00:00+00:00,eb5a3f2a-0c25-417a-af78-bb0d643247c7,4.583333333333333,2013.0,0.01,Low
263.0,CAL FIRE San Diego Unit / Cleveland National Forest,2013,True,San Diego,37,2013-09-12 18:15:00+00:00,32.710918,"Four Corners, Lyons Valley Road, east of Lyons Peak",-116.746023,True,Lyon Fire,2013-09-09 13:09:00+00:00,f6f6fefa-ac4e-466f-815e-492416e37b98,3.2125,2013.0,0.01,Low
243.0,Angeles National Forest,2013,False,San Bernardino,36,2013-08-13 23:45:00+00:00,34.35,Sheep canyon just south of Wrightwood,-117.62,False,Sharp Fire,2013-08-08 12:15:00+00:00,62eabea3-40be-497d-94e4-150f011b925f,5.479166666666667,2013.0,0.01,Low
240.0,CAL FIRE Santa Clara Unit,2013,True,Alameda,1,2013-06-08 13:25:00+00:00,37.775057,"off Vasco Road & North Vasco Road, north of Livermore",-121.737213,False,Vasco Fire,2013-06-08 10:16:00+00:00,2ad509e4-99f1-4e1a-81eb-839f772f9c45,0.13125,2013.0,0.01,Low
237.0,CAL FIRE/Placer County Fire,2013,True,Placer,31,2013-06-13 14:15:00+00:00,38.729297,"PFE Road and Watt Avenue, West Roseville",-121.380862,False,PFE Fire,2013-06-13 11:28:00+00:00,fe47b1c2-b9c0-44be-8d10-f270056db35c,0.11597222222222223,2013.0,0.01,Low
226.0,Mendocino National Forest,2013,False,Glenn,11,2013-06-17 09:00:00+00:00,0.0,15 miles northwest of Elk Creek off County Road 306,0.0,False,Daves Fire,2013-06-12 15:17:00+00:00,f3a3c56c-d2fc-49df-b0e2-ab36356b17d4,4.738194444444445,2013.0,0.01,Low
217.0,CAL FIRE Tehama-Glenn Unit,2013,True,Glenn,11,2013-05-05 18:00:00+00:00,39.514139,2 miles south of the community of Elk Creek,-122.560862,True,306 Fire,2013-05-01 19:00:00+00:00,5649e78d-7c26-4698-89a0-b0fa9a35cf78,3.9583333333333335,2013.0,0.01,Low
213.0,Los Padres National Forest,2013,False,Monterey,27,2013-07-17 19:30:00+00:00,0.0,"Tassajara Hot Springs, near the Zen Center",0.0,False,Tassajara Fire,2013-07-17 13:23:00+00:00,0d38ff45-833e-488a-881f-30f24678c49c,0.2548611111111111,2013.0,0.01,Low
200.0,San Bernardino National Forest/CAL FIRE San Bernardino Unit,2013,False,San Bernardino,36,2013-09-30 08:30:00+00:00,34.2,in the Cajon Pass west of I-15 near Glen Helen Road,-117.417,False,Sierra Fire,2013-09-24 15:51:00+00:00,f7358513-329f-4dba-8980-4cd3a19b469a,5.69375,2013.0,0.01,Low
200.0,CAL FIRE Tehama-Glenn Unit,2013,True,Tehama,52,2013-07-04 10:30:00+00:00,40.012398,"Tehama-Vina Rd and Sherman Rd, Los Molinos",-122.079871,False,Vina Fire,2013-07-04 07:30:00+00:00,c94959d7-eb88-4724-8feb-ba0662afca10,0.125,2013.0,0.01,Low
196.0,CAL FIRE Shasta Unit ,2013,True,Shasta,45,2013-08-23 19:15:00+00:00,40.5445,Fall River Mills and McAruther area,-121.3754,True,Burney Lightning Series (Warner Fire),2013-08-19 17:48:00+00:00,f21a41c6-0905-4531-9bdf-2456d0051eed,4.060416666666667,2013.0,0.01,Low
195.0,CAL FIRE Tehama-Glenn Unit,2013,True,Tehama,52,2013-07-19 15:00:00+00:00,39.961309,West of Corning,-122.330879,False,Paskenta Fire,2013-07-19 13:32:00+00:00,4423899b-6197-4ef5-9f73-bca1763f17e6,0.06111111111111111,2013.0,0.01,Low
190.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Napa,28,2013-11-23 18:30:00+00:00,38.382,Off Silverado Trail in the Soda Canyon area near Napa,-122.311,True,Silverado Fire,2013-11-21 21:39:00+00:00,79d476e5-0b4d-48e2-a105-2bba5c1140e9,1.86875,2013.0,0.01,Low
170.0,Santa Barbara County Fire,2013,True,Santa Barbara,42,2013-05-29 10:30:00+00:00,34.611824,"Hwy 246 and Meadowvale, East of Solvang ",-120.074655,False,Olive Fire,2013-05-28 15:24:00+00:00,cb5f34a0-177e-445d-9349-dd94063a01d0,0.7958333333333333,2013.0,0.01,Low
163.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Yolo,57,2013-11-04 15:35:00+00:00,38.67479,"Off County Road 23 & County Road 81, Southwest of Esparto",-122.08725,False,Capay Fire,2013-11-04 11:41:00+00:00,0aa08938-eaab-4a60-8891-946197328f94,0.1625,2013.0,0.01,Low
163.0,CAL FIRE / Sacramento Metropolitan Fire,2013,True,El Dorado,"9,34",2013-07-19 17:15:00+00:00,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,-121.08438,False,50 Fire,2013-07-19 14:12:00+00:00,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,0.12708333333333333,2013.0,0.01,Low
163.0,CAL FIRE / Sacramento Metropolitan Fire,2013,True,Sacramento,"9,34",2013-07-19 17:15:00+00:00,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,-121.08438,False,50 Fire,2013-07-19 14:12:00+00:00,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,0.12708333333333333,2013.0,0.01,Low
159.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Sonoma,49,2013-10-05 07:45:00+00:00,38.34599,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",-122.6503,False,Crane Fire,2013-10-04 12:25:00+00:00,1460f2d9-853b-4901-bed3-ac196e00bb3a,0.8055555555555556,2013.0,0.01,Low
158.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Sonoma,49,2013-07-26 17:45:00+00:00,38.17693,"Off Lakeville Hwy, 6 miles SE of Petaluma",-122.51253,False,Lakeville Fire,2013-07-26 13:45:00+00:00,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,0.16666666666666666,2013.0,0.01,Low
150.0,CAL FIRE Santa Clara Unit,2013,True,Alameda,1,2013-10-04 10:30:00+00:00,0.0,"Highland Road, Livermore",0.0,False,Highland Fire,2013-10-04 07:35:00+00:00,6a48000a-6198-46dd-9a91-0b0159183145,0.12152777777777778,2013.0,0.01,Low
150.0,CAL FIRE / Riverside County Fire,2013,True,Riverside,33,2013-07-17 07:45:00+00:00,33.990128,"Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley",-117.164997,False,Redlands Fire,2013-07-16 17:48:00+00:00,d48a839f-d8da-44d7-9b35-b9f61aa28c61,0.58125,2013.0,0.01,Low
150.0,CAL FIRE Santa Clara Unit,2013,True,Stanislaus,50,2013-07-13 21:45:00+00:00,37.436,"off Diablo Grande Parkway, west of I-5, southwest of Patterson",-121.1955,False,Diablo Fire,2013-07-12 15:35:00+00:00,873074c8-4b6d-417b-a78c-1d1430027805,1.2569444444444444,2013.0,0.01,Low
150.0,CAL FIRE/Fresno County Fire,2013,True,Fresno,10,2013-06-25 17:15:00+00:00,36.7218,off Bronco Lane in Squaw Valley,-119.2248,False,George Fire,2013-06-25 13:36:00+00:00,23ec2f69-da30-4983-80c2-1f04bfea6f9a,0.15208333333333332,2013.0,0.01,Low
150.0,CAL FIRE Butte Unit,2013,True,Butte,4,2013-05-22 09:30:00+00:00,0.0,"Neal Road, southwest of Paradise",0.0,True,Neal Fire,2013-05-22 00:56:00+00:00,28ffc826-6789-429c-9801-f3a02dbb320a,0.35694444444444445,2013.0,0.01,Low
149.0,Los Angeles County Fire Department,2013,True,Los Angeles,19,2013-05-29 15:30:00+00:00,34.419284,off Magic Mtn Parkway in Valencia,-118.58688,False,Magic Fire,2013-05-28 11:30:00+00:00,794412f2-1ba2-4217-ac38-49272a96fb6f,1.1666666666666667,2013.0,0.01,Low
134.0,Sequoia National Forest,2013,False,Tulare,54,2013-09-24 20:15:00+00:00,36.258,Golden Trout Wilderness,-118.459,False,Angora Fire,2013-09-08 11:53:00+00:00,d332a628-6290-4e91-b8d0-4dc663b80c38,16.34861111111111,2013.0,0.01,Low
125.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Sonoma,49,2013-05-03 06:15:00+00:00,38.638828,"Hwy 128 & Yellow Jacket Ranch Rd in Knights Valley, northwest of Calistoga",-122.655616,True,Yellow Fire,2013-05-01 02:01:00+00:00,64e4f81e-d872-44c4-ba8d-111fa77124ba,2.176388888888889,2013.0,0.01,Low
124.0,CAL FIRE Sanoma-Lake-Napa Unit,2013,True,Solano,48,2013-06-18 22:30:00+00:00,38.08744,"Off Lake Herman Rd, west of Hwy 680 in Benicia",-122.13802,False,California Fire,2013-06-18 15:18:00+00:00,2b403f03-fe84-450a-90b7-befb8acc7e70,0.3,2013.0,0.01,Low
124.0,CAL FIRE Madera-Mariposa-Merced Unit,2013,True,Merced,24,2013-06-05 08:30:00+00:00,37.03776,Hwy 152 in San Luis Creek Reservoir,-121.006939,False,152 Fire,2013-06-04 15:42:00+00:00,f9e85371-fc46-4f54-822c-7dcdaadde551,0.7,2013.0,0.01,Low
124.0,CAL FIRE/Riverside County Fire,2013,True,Riverside,33,2013-05-25 23:00:00+00:00,33.963591,"Off Smiley Blvd & Vista Suelto Rd, north of Moreno Valley",-117.187934,False,Smiley Fire,2013-05-25 14:59:00+00:00,9795afee-7e60-4ab3-b5c3-7df67f91c5f9,0.33402777777777776,2013.0,0.01,Low
120.0,CAL FIRE Sonoma-Lake-Napa Unit,2013,True,Lake,17,2013-11-10 18:30:00+00:00,38.882214,"South of Morgan Valley Rd and East of Hwy 29, Community of Lower Lake",-122.567525,True,Cantwell Fire,2013-11-08 13:42:00+00:00,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,2.2,2013.0,0.01,Low
116.0,CAL FIRE Amador-El Dorado Unit,2013,True,El Dorado,9,2013-08-16 17:55:00+00:00,38.682378,"off Koki Ln and Pleasant Valley Rd, northwest of Diamond Springs",-120.839075,True,Union Fire,2013-08-16 13:55:00+00:00,db009f8f-8b9d-44bb-a3f6-83f319c84d72,0.16666666666666666,2013.0,0.01,Low
110.0,San Bernardino National Forest,2013,False,San Bernardino,36,2013-08-18 20:55:00+00:00,34.287,I-15 Cajon Pass south of Cleghorn Road,-117.451,False,Cleghorn Fire,2013-08-17 17:25:00+00:00,c7f05927-66a4-403c-9048-aeb42eca0211,1.1458333333333333,2013.0,0.01,Low
108.0,CAL FIRE/Fresno County Fire,2013,True,Fresno,10,2013-06-13 21:30:00+00:00,36.772425,"Clinton and Highland, East of Fresno",-119.628389,False,Clinton Fire,2013-06-13 11:54:00+00:00,a2cfda2a-21c1-4e45-90b5-37d931b4a926,0.4,2013.0,0.01,Low
105.0,CAL FIRE San Benito-Monterey Unit ,2013,True,Monterey,27,2013-06-29 18:30:00+00:00,36.1531,"off Hwy 198, 10 miles east of King City",-120.8973,False,Freeman Fire,2013-06-29 14:09:00+00:00,58317b8d-7f4d-466f-b2c7-035c25fb00f0,0.18125,2013.0,0.01,Low
