year,fire_name,acres,county,latitude,longitude
2023.0,GANN,106.0,Calaveras,38.10978796405717,-120.78677413512504
2023.0,HAZEL,0.46,Mendocino,39.21849278892909,-123.67719205660646
2023.0,BITTER,695.1143,San Luis Obispo,35.46326095123739,-120.07671846726612
2023.0,BEAR,0.30762306,San Luis Obispo,35.30658805848933,-119.88989094054648
2023.0,HILL,6.2472367,San Luis Obispo,35.381307778644526,-120.44478887436442
2023.0,ESTRELLA,1.1847585,San Luis Obispo,35.65928216708152,-120.49870491965481
2023.0,GREEN,247.2606,San Luis Obispo,35.53415072406519,-120.98520867956654
2023.0,SHORES,14.838493,San Luis Obispo,35.781264607726484,-120.92256766587082
2023.0,DIABLO,25.730282,San Luis Obispo,35.294958733569665,-119.9840920355665
2023.0,SUMMIT,6.7384677,San Luis Obispo,35.34345463015367,-120.62692578992977
2023.0,BRIDGE,1.5193552,San Luis Obispo,34.991520434402624,-120.43299926770025
2023.0,ROCK,3.3711803,San Luis Obispo,35.57804199073155,-120.66695959345643
2023.0,ALMOND,31.011171,San Luis Obispo,35.534965645582204,-120.5856002536521
2023.0,VALLEY,9.52999,San Luis Obispo,35.53913172619846,-121.02166072619691
2023.0,JARDINE,1.1716064,San Luis Obispo,35.68335840809394,-120.59845039077462
2023.0,GREEN,4.5023165,San Luis Obispo,35.51926675723878,-121.05493669162905
2023.0,NEAL,2.2142537,San Luis Obispo,35.57421441140193,-120.65443107800577
2023.0,BOULDER,70.79186,San Luis Obispo,35.326667533612216,-119.92683825021723
2023.0,JARDINE,2.1519394,San Luis Obispo,35.67809936124287,-120.60381006171121
2023.0,FRANKLIN,1.0086255,San Luis Obispo,35.58804197422553,-120.63919617578271
2023.0,OAK,0.1144218,San Luis Obispo,35.66238259306883,-120.60120817965948
2023.0,SHELL,114.79638,San Luis Obispo,35.4556866873534,-120.34285168961746
2023.0,WILLOW,5.272589,San Luis Obispo,35.60215874573999,-120.79637542261707
2023.0,CATTLE,0.8171355,San Luis Obispo,35.40024686267535,-120.10344422759489
2023.0,TOPAZ,5.66248,San Luis Obispo,35.372888217730214,-120.03588859955318
2023.0,WINEMAN,1.6828148,San Luis Obispo,34.99800695753962,-120.41970269852474
2023.0,PANZA,3.0665643,San Luis Obispo,35.45100932307463,-120.31584067712133
2023.0,CREST,2.421318,San Luis Obispo,35.72215626502231,-120.71012616958024
2023.0,BITTER,0.75156534,San Luis Obispo,35.61385027263478,-120.17288156031279
2023.0,TOWNSITE,8.690822,San Luis Obispo,35.121077558579074,-120.3750092454569
2023.0,58 CARRIZO,13.342454,San Luis Obispo,35.365325915530235,-120.0638389709164
2023.0,GENESEO,1.7021284,San Luis Obispo,35.58810456469338,-120.55717270118505
2023.0,MOSS,1.8992652,San Luis Obispo,35.55002646414868,-120.67190648453533
2023.0,RANGE,16.14059,San Luis Obispo,35.3488379079281,-120.76250739454545
2023.0,SNELL,97.11945,Napa,38.70257625017192,-122.42997475594632
2023.0,AIRPORT,0.14,Mendocino,39.79094182815753,-123.27954297933783
2023.0,WILDCAT 2,12.2,San Diego,32.98833236994566,-116.82193168393151
2023.0,COYOTE,466.5,San Diego,32.64067743122124,-116.63575942194493
2023.0,COUSER 2,3.5,San Diego,33.30450883627085,-117.09349825267417
2023.0,BLACKWOOD,37.4,San Diego,32.73924896765819,-116.35425248128126
2023.0,RUBY,2.58,Shasta,40.69300685232283,-122.40458070332788
2023.0,DURA,28.96,Shasta,40.653244358466864,-122.19187671529117
2023.0,BORDER 30,10.51,San Diego,32.59989629775499,-116.91896058104112
2023.0,GREY,11.021606,Stanislaus,37.786895877951096,-120.75641037717529
2023.0,MAIN,54.54718,Inyo,37.37960260185689,-118.38912007900986
2023.0,PECWAN,12.89246,Humboldt,41.30269765932694,-123.86775037553569
2023.0,PARK,0.066574186,Tulare,36.21769281695308,-118.81211148668126
2023.0,ROBIN,138.20946,Tulare,36.50681323212814,-119.02733494898838
2023.0,JOHNSON,37.280434,Riverside,33.46103660493657,-116.0607083416031
2023.0,ALMOND,14.435362,Riverside,33.90690256761592,-116.76054274741335
2023.0,HOMESTEAD,8.132599,Riverside,33.48920087022266,-116.75642141459991
2023.0,BROADWAY,1.601149,Riverside,33.905050187464745,-116.78172017278058
2023.0,66,127.0,Riverside,33.57354575493079,-116.10105194825123
2023.0,VEGA,1.98,Monterey,36.88902208627218,-121.72244047955786
2023.0,ORANGE,108.165,Fresno,36.67608766346959,-119.29325468486208
2023.0,RODEO,20.1026,Fresno,36.714009100353614,-119.29411747297443
2023.0,STRIKE,19.1282,Fresno,36.71668019615447,-119.30454169852835
2023.0,GEORGE,25.7406,Fresno,36.717474017371295,-119.2559224961228
2023.0,CRANE,23.8874,Fresno,36.76636063593819,-119.2294669483132
2023.0,PECK,14.3992,Fresno,36.757314643052815,-119.17473812846838
2023.0,BRIDGE,30.3938,Fresno,36.805946250311486,-119.39212716322842
2023.0,PISTOL,127.146,Fresno,36.952137269322954,-119.67636836346583
2023.0,WINCHELL,16.7198,Fresno,36.98727847666228,-119.67363198279314
2023.0,JUNIPER,11.1383,Fresno,36.112427014371114,-120.56664374922717
2023.0,POWER,60.4371,Fresno,36.579160725689206,-120.69867016496576
2023.0,LONG,27.6025,Fresno,36.6866753010253,-119.14330070098279
2023.0,VICTOR,57.49,Los Angeles,34.351479746579166,-118.51105170279597
2023.0,SAGE,39.686996,San Diego,32.731450254417084,-116.89478275818783
2023.0,WHIPPLE,26.824646,San Mateo,37.506247229386304,-122.24171510730373
2023.0,RIVER,3.3127263,Glenn,39.628599002156136,-121.99730021918938
2023.0,CORCORAN,2.5459447,Kern,35.73424361860378,-119.57957997348352
2023.0,NOB,226.9751,San Bernardino,34.28877788944705,-117.57073673720565
2023.0,RINCONADA,96.376854,San Luis Obispo,35.08807857715653,-120.01507271621242
2023.0,GIFFORD,48.993584,San Luis Obispo,35.09981959828337,-120.06543831924898
2023.0,CARAWAY,11.839895,Trinity,40.99497159432555,-123.36384102125568
2023.0,BONE,1180.6179,Tuolumne,38.04653324773009,-119.9297390567939
2023.0,TECUYA,76.19935,Kern,34.851432584412585,-118.99440149925188
2023.0,VISTA,25.906525,Los Angeles,34.63760988892398,-118.73998472580342
2023.0,PEAK,836.8499,Tuolumne,38.22992906628448,-119.91303839366496
2023.0,RABBIT,2857.988,Tulare,36.725090261602915,-118.871283872317
2023.0,SPRING,12.345174,Modoc,41.32028486893641,-120.90464186478543
2023.0,RIM,20.040205,Modoc,41.93785083649466,-120.99759346262479
2023.0,SULPHER,31.21948,Trinity,40.49145369096669,-123.45752087673335
2023.0,QUARRY,8645.426,Tuolumne,38.08078109982267,-119.93532075031538
2023.0,DRY,16.75898,Los Angeles,34.52418630290102,-118.58965778502498
2023.0,COTTON,23.560139,Fresno,36.88093518691234,-119.21631892650129
2023.0,DEEP,4198.1943,Trinity,40.918420282239474,-122.92987833846732
2023.0,YORK,93077.87,San Bernardino,35.30333965870789,-115.20574696203441
2023.0,LOST,739.8182,Humboldt,41.31182813257548,-123.97084881247538
2023.0,BRIDGE RIDGE,16.54212,Humboldt,41.13476768662897,-123.96912014876158
2023.0,DEVIL,12.40059,Humboldt,41.10370120492344,-123.9537406804193
2023.0,PIKA,841.0,Mariposa,37.77245730720765,-119.5628869851005
2023.0,REDWOOD,2248.4492,Tulare,36.52268110968359,-118.62752957511238
2023.0,SYCAMORE,23.93,Tulare,36.48844899527819,-118.84288937045316
2023.0,PANOCHE,67.260414,Merced,36.75253782477411,-120.9046663087209
2023.0,BORDER 34,23.668312,San Diego,32.59979199965265,-116.91266542447177
2023.0,BORDER 42,38.605156,San Diego,32.583113722050896,-116.76637004206262
2023.0,VALLEY,28.64047,San Bernardino,35.32968559832086,-115.59992858760417
2023.0,GEOLOGY,1033.3076,Riverside,33.90553739763502,-116.04535946464607
2023.0,WOLF CREEK,32.593967,Alpine,38.57493358407473,-119.70648063161438
2023.0,HILL,52.93411,Sierra,39.51952722495411,-120.00880480876859
2023.0,JANES,8.502274,Modoc,41.877643325916495,-120.75829133027189
2023.0,JESS,56.06239,Modoc,41.203191286972384,-120.33873185658005
2023.0,MULE,5.7026033,Trinity,40.90625009193626,-122.82975929938682
2023.0,L-1 BRANCH FISH,8.922971,Butte,40.024251053459736,-121.50532522670974
2023.0,STINE,8.326042,Kern,35.679885796619565,-118.41019833991018
2023.0,MONTE,5.4899216,Siskiyou,41.35667752424844,-123.45432634793005
2023.0,SLIDE 1,472.72086,Tehama,40.06078166359557,-122.84980554200098
2023.0,HIGHWAY,44.804825,Nevada,39.33851932122068,-120.79125263771756
2023.0,ROAD,12.561141,San Luis Obispo,35.08250979460483,-120.01742595692035
2023.0,CREEK,8.368764,Humboldt,41.25795132554513,-123.51834678039883
2023.0,PILOT,76.788704,Humboldt,40.645914372303345,-123.65098668709918
2023.0,LANE,23.001375,Kern,35.52805001773408,-118.66307343230312
2023.0,AVENALES,259.8927,San Luis Obispo,35.21934315522748,-120.19702724589754
2023.0,AGUA,426.20456,Los Angeles,34.4353918367931,-118.31881651129429
2023.0,KING,118.54605,Madera,37.217155786437885,-119.36044987107523
2023.0,WILDCAT,46.656696,Fresno,36.9153670192494,-119.22609912360102
2023.0,COWTRACK,322.9609,Mono,37.8798131562799,-118.90436175526735
2023.0,IMVITE,62.93432,Inyo,36.43566076041791,-116.48081622002877
2023.0,STODDARD,81.68464,San Bernardino,34.73895230979843,-117.06389721158013
2023.0,GOLF,15.100448,Kern,35.2585534711588,-119.3264783266767
2023.0,HORN,14.802227,San Luis Obispo,35.06804460892239,-119.51437142888113
2023.0,KERTO,13.716989,Kern,35.082689980397674,-119.48736050819358
2023.0,MINERAL,10.079878,Kern,35.00943283767377,-119.34101920336101
2023.0,GRADE,228.4782,San Luis Obispo,35.01466410460493,-119.50160833733476
2023.0,KNOLL,34.17575,Calaveras,38.1890523026747,-120.77699460959126
2023.0,MAJORS,12.749071,Kern,35.48798380524348,-119.04690583428079
2023.0,MEADOW,22.089916,Riverside,33.7539689587087,-117.29641627491814
2023.0,BORDER 38,12.77125,San Diego,32.57450229749958,-116.80431353976452
2023.0,MIDWAY,63.70088,San Luis Obispo,35.150429810111966,-119.58330162415726
2023.0,NONAME,1113.8981,Kern,35.773433138438065,-117.93498255658791
2023.0,GRANITE,178.1577,Kern,35.62390006053279,-118.485271503882
2023.0,ARROW,121.1558,San Luis Obispo,35.29540384367034,-119.8651095092436
2023.0,Winterhaven Drive,62.323193,Imperial,32.74912411823396,-114.69467201874468
2023.0,Winterhaven,15.253176,Imperial,32.75067930991771,-114.58873680013252
2023.0,Laguna,19.897411,Imperial,32.81771977617034,-114.50942183382534
2023.0,R-1 Spencer Basin,27.64029,Lassen,40.324573410577976,-120.03197104096607
2023.0,BREEZE,22.555515,Riverside,33.48661722621727,-115.84347745037492
2023.0,TRAM,90.480156,Riverside,33.85835137599393,-116.56480219230336
2023.0,BUNNIE,183.92279,San Diego,32.992538681805,-116.85512821556456
2023.0,ASH,14.557843,Siskiyou,41.86186482019634,-122.60843815578106
2023.0,RANCH,792.96967,Siskiyou,41.24652332034859,-121.51232885858528
2023.0,LONG,29.746124,Siskiyou,41.28224774227133,-121.56095678366556
2023.0,PILOT,1055.1718,Humboldt,40.67246441962271,-123.67005866805673
2023.0,QUAIL 2,300.79202,Tulare,36.53407102164876,-119.01785468524166
2023.0,KELLY,89326.055,Del Norte,41.907910405369236,-123.85197199648907
2023.0,3-9,2836.3904,Humboldt,40.62765045407734,-123.57638822233743
2023.0,TOWNSEND,81.23029,Siskiyou,41.70415454986976,-123.09284393930716
2023.0,SCOTT,1935.9517,Siskiyou,41.666863090123,-123.09289274272541
2023.0,LAKE,200.20638,Siskiyou,41.572066170325606,-123.13990497206392
2023.0,DEN,294.85117,Siskiyou,41.85005125021698,-122.97014761304057
2023.0,HANCOCK,1728.1359,Siskiyou,41.447553266814566,-123.28540344723991
2023.0,PEARCH,12152.449,Siskiyou,41.331540169470465,-123.46677593930957
2023.0,LET ER-BUCK,95.91678,Siskiyou,41.48285274067829,-123.3902910402864
2023.0,IRON,20.016975,Siskiyou,41.523492908338525,-123.49089673390183
2023.0,PRESCOTT,599.3448,Del Norte,41.72759804542672,-123.68940103431986
2023.0,ELLIOT,13875.254,Siskiyou,41.619715963871634,-123.52363661143136
2023.0,TITUS,71.79534,Siskiyou,41.589381772827416,-123.28904543577966
2023.0,UFISH,7850.5796,Siskiyou,41.70114722042498,-123.40773720477611
2023.0,MARLOW,1997.2063,Del Norte,41.55855329107901,-123.73812366092727
2023.0,HURDY GURDY,2677.779,Del Norte,41.79936238936481,-123.76003889132954
2023.0,CORRAL,1090.2815,Del Norte,41.940249122195596,-124.00451702855653
2023.0,DIAMOND,550.0559,Del Norte,41.94068490619609,-123.9634153541542
2023.0,ISLAND,378.41968,Del Norte,41.760506648121236,-123.71824721761973
2023.0,LONE PINE,1684.7297,Humboldt,41.01616201477986,-123.62190069462035
2023.0,MOSQUITO,34188.45,Del Norte,41.47484074555835,-123.6681385111112
2023.0,HEAD,6953.8047,Siskiyou,41.77154124554391,-123.02081489604599
2022.0,AIRPORT,4140.06,Inyo,37.27605700394347,-118.30812828896262
2022.0,DENIZ,29.84678,Butte,39.37244387099594,-121.69307851315308
2022.0,RANCHO,589.8671,Tehama,39.991203195713375,-122.45705912406714
2022.0,TOWER,28.684883,San Mateo,37.67179888726346,-122.39917211864274
2022.0,BURROWS,309.47934,Glenn,39.73602002575317,-122.53744440357995
2022.0,NELSON,5.888545,Butte,39.520834004129384,-121.70908243713833
2022.0,NINETY-NINE,65.67123,Butte,39.379445432668966,-121.69886825580485
2022.0,NELSON,371.46768,Butte,39.53525576443843,-121.63140908848976
2022.0,PARK,56.338543,Butte,39.38031148231903,-121.43488342985557
2022.0,SANDRA,34.40428,Butte,39.483481352384935,-121.36851477339748
2022.0,JAN-DAR,30.506966,Butte,39.430972136502085,-121.42465351365048
2022.0,RAIL,9.837949,Butte,39.406158255574844,-121.4926190110993
2022.0,CANFIELD,9.554518,Butte,39.55953226766048,-121.35784520294845
2022.0,CANYON,16.409382,Santa Clara,37.381399090727676,-121.42093023303244
2022.0,HIGHWAY,28.102592,San Bernardino,34.30914893058344,-117.34201134034703
2022.0,BRUNS,12.174075,Alameda,37.799439974536014,-121.62215517401765
2022.0,CANYON,50.373,Alameda,37.633278184091544,-121.91080817548857
2022.0,DEER,14.513908,Contra Costa,37.90772573476134,-121.76425158162697
2022.0,WILLOW,28.562408,Contra Costa,38.01728176207535,-122.00692484325381
2022.0,HIGHLAND,91.53281,Contra Costa,37.771389306564,-121.8233325129095
2022.0,PASS,65.37904,Alameda,37.737539233771756,-121.61847543720856
2022.0,MIDWAY,13.505708,Alameda,37.74118564602565,-121.56236079618331
2022.0,TESLA,551.7821,Alameda,37.644708475124915,-121.60892559553942
2022.0,KIRKER,84.794464,Contra Costa,37.97698166173094,-121.91181760210614
2022.0,FLYNN,173.75645,Alameda,37.72190813383733,-121.64000848638337
2022.0,PASS,38.448074,Alameda,37.74372722448246,-121.6463521237194
2022.0,FLYNN,131.91275,Alameda,37.72669822932314,-121.6504730790027
2022.0,SCENIC,120.49831,Contra Costa,38.05033851242503,-122.19243646929293
2022.0,CAMINO,19.183025,Contra Costa,37.83188933466687,-121.65312457205235
2022.0,3-8 DIXON,11.369378,Lassen,41.03219427615144,-121.2456776057779
2022.0,DONICA,129.1635,Modoc,41.309186981751246,-121.13227474147305
2022.0,EDEN,58.31763,Alameda,37.70130500597541,-121.9857018816865
2022.0,HURLETON,6.6351876,Butte,39.49909915205923,-121.40330309007093
2022.0,HESPERIA,96.88597,San Bernardino,34.31072296780461,-117.32729196123798
2022.0,BIGGS,15.774124,Butte,39.41805945608932,-121.6630191343428
2022.0,PINECREST,16.904053,Butte,39.46103599687253,-121.5343009677287
2022.0,OREGON,14.323278,Butte,39.5815121161681,-121.54961028294564
2022.0,FORK,818.4309,Madera,37.21436698893899,-119.49288717968511
2022.0,OAK,18957.502,Mariposa,37.54183815031247,-119.86681900843612
2022.0,ROMERO,344.15955,Merced,37.07887422213643,-121.07794369789454
2022.0,EDGEWOOD,20.548388,San Mateo,37.457733176597436,-122.28222282626282
2022.0,AGUA,396.77438,Mariposa,37.48636559258864,-120.0133807410676
2022.0,CANYON,17.098555,Humboldt,40.15718272260071,-123.99578292599533
2022.0,MCCOVEY,28.420027,Humboldt,41.46051147637244,-123.93811723188061
2022.0,RANCH,26.318054,Del Norte,41.4659664425226,-123.9453049420971
2022.0,FORWARD,159.98547,Tehama,40.44102105996889,-121.81117494671517
2022.0,RAINBOW,66.32885,Tehama,40.01552330065149,-122.4369533148237
2022.0,PIGEON,14.823567,San Mateo,37.18975330766309,-122.36884021567312
2022.0,BARRY,40.30602,Contra Costa,38.00689685737791,-122.20334321066676
2022.0,FRANKLIN,50.129707,Contra Costa,38.007508907436566,-122.19673288449805
2022.0,EVITA,17.280203,Butte,39.403680722449174,-121.49424471675033
2022.0,NELSON,33.07443,Butte,39.525675685089624,-121.58505420641067
2022.0,PLEASANT,49.569565,Inyo,37.386629470996986,-118.49968239858813
2022.0,NELDA,28.997728,Sacramento,38.29426684405869,-121.15826788596085
2022.0,LATROBE,26.748446,El Dorado,38.648587032550665,-121.07462326411398
2022.0,GRANT,73.11472,Sacramento,38.55716725695279,-121.13292885088522
2022.0,ELECTRA,4466.2217,Amador,38.33797983929857,-120.65201666842765
2022.0,COAL,16.748951,Amador,38.26508971770089,-120.91639565257528
2022.0,SPLAWN,7.1184506,Modoc,41.22152657083667,-121.17998480804461
2022.0,SYLVANDALE,21.177956,Humboldt,40.18171688478777,-123.79523815360533
2022.0,VALE,27.991379,Butte,39.50343642040765,-121.85034852071604
2022.0,NELSON,60.114025,Butte,39.57482204188341,-121.73962065675865
2022.0,NOME,16.68011,Mendocino,39.824017791118926,-123.20380399184066
2022.0,OWENS,34.015594,Mendocino,38.87075628520051,-123.65597657665214
2022.0,BELL,42.916958,Mendocino,39.87979937880959,-123.58749772522074
2022.0,WALKER,123.336075,Mendocino,39.36474518143912,-123.3105482265763
2022.0,MARMOT,126.60289,Tulare,36.370133911478725,-118.83135217750977
2022.0,HOUSE,159.21475,Fresno,36.984271475617874,-119.43901175797693
2022.0,LOPER,36.926723,Fresno,36.98086475077487,-119.50211599970002
2022.0,POWER,133.75362,Fresno,37.1320184566738,-119.51201723393078
2022.0,COBBLE,20.612238,Fresno,36.76461337724052,-119.41781259427209
2022.0,PEBBLE,54.41259,Fresno,36.676019534437245,-119.17758163472769
2022.0,HOPE,13.110812,Fresno,36.76933373211747,-119.17557892251277
2022.0,TABLE,51.979774,Fresno,37.01017084840628,-119.57907212598661
2022.0,WALL,13.762632,Butte,39.451206041637114,-121.4158669958523
2022.0,SCARFACE,5.558662,Siskiyou,41.568605899333726,-122.65028726401344
2022.0,SHACKLEFORD,30.946692,Siskiyou,41.570958931820044,-123.04237636383488
2022.0,97,30.08391,Siskiyou,41.49593635022216,-122.34214103533623
2022.0,SLOUGH,24.961243,Siskiyou,41.5368952702439,-122.47524355285219
2022.0,MOUNTAIN,13440.71,Siskiyou,41.46223386269306,-122.65981158909304
